idTextInfo	TxtId	PatId	PatORPHA	SectId	TxtLNG	Lng	LastUpd	LastUpdTrad	User	online	DisplayDate
6429	101487	3494	882	16907	Tyrozynemia typu 1 (HTI) to wrodzona wada katabolizmu tyrozyny spowodowana nieprawidłową aktywnością hydrolazy fumaryloacetooctanu (FAH), która charakteryzuje się postępującą chorobą wątroby, dysfunkcją kanalików nerkowych, przełomami podobnymi do porfirii i radykalną poprawą po wdrożeniu leczenia nityzynonem.	pl	2018-03-27 13:50:00	2018-05-20 18:00:00	PolandTeam	y	2014-06-01 00:00:00	
6509	101490	3545	2591	16907	Miofibromatoza noworodków (Infantile myofibromatosis – IM) to rzadki łagodny nowotwór tkanek miękkich charakteryzujący się rozwojem guzków w skórze, mięśniach prążkowanych, kościach i w wyjątkowych przypadkach w narządach trzewnych dający szerokie spektrum objawów klinicznych. IM zawiera miofibroblasty.	pl	2018-03-27 13:50:00	2018-05-20 16:16:00	PolandTeam	y	2013-11-01 00:00:00	
6609	101495	3565	85	16907	Wrodzona niedokrwistość dyserytropoetyczna  (CDA) jest heterogenną grupą chorób hematologicznych końcowej fazy  erytropoezy i nieprawidłowości krwinek czerwonych, co prowadzi do wystąpienia niedokrwistości. Zdefiniowano pięć typów CDA: CDA I, CDA II, CDA III, CDA IV i trombocytopenię z CDA.	pl	2018-03-27 13:50:00	2018-05-06 17:58:00	PolandTeam	y	2013-09-01 00:00:00	
6649	101497	3574	818	16907	Zespół Smitha, Lemliego i Opitza (SLOS) charakteryzuje się mnogimi wadami wrodzonymi, niepełnosprawnością intelektualną oraz problemami behawioralnymi.	pl	2018-03-27 13:50:00	2018-05-20 17:32:00	PolandTeam	y	2009-11-01 00:00:00	
6809	101502	3716	503	16907	Zespół Larsena (LS) jest rzadko występującą dysplazją kostną charakteryzującą się wrodzonymi zwichnięciami dużych stawów, zniekształceniami stóp, dysplazją kręgosłupa szyjnego, skoliozą, poszerzonymi (łopatkowymi) paliczkami dystalnymi (końcowymi) i specyficznymi nieprawidłowościami twarzowo-czaszkowymi, łacznie z rozszczepem podniebienia.	pl	2018-03-27 13:50:00	2018-05-06 19:07:00	PolandTeam	y	2013-07-01 00:00:00	
6889	101505	3737	3148	16907	Złośliwy nowotwór osłonek nerwów obwodowych (MPNST) jest rzadkim i często agresywnym mięsakiem tkanek miękkich, występującym w różnych miejscach anatomicznych.	pl	2018-03-27 13:51:00	2018-05-20 13:17:00	PolandTeam	y	2014-08-01 00:00:00	
6929	101506	4510	1243	16907	Dystrofia żółtkowata plamki Besta (Best vitelliform macular dystrophy - BVMD) to genetyczna dystrofia plamki charakteryzująca się utratą ostrości widzenia centralnego, metamorfopsją i obniżeniem wskaźnika Ardena, wtórnym do ubytku podobnego do żółtka jaja kurzego o lokalizacji dołkowej lub pozadołkowej. 	pl	2018-03-27 13:51:00	2018-05-20 11:40:00	PolandTeam	y	2013-12-01 00:00:00	
7209	101517	8026	3008	16907	Niedobór karboksylazy pirogronianowej to rzadkie schorzenie neurometaboliczne charakteryzujące się kwasicą metaboliczną, niedoborem wzrostu i masy ciała, opóźnieniem rozwoju i nawracającymi drgawkami w młodym wieku u ciężko chorych pacjentów.	pl	2018-03-27 13:51:00	2018-05-20 16:39:00	PolandTeam	y	2013-11-01 00:00:00	
7269	101519	8539	108	16907	Babeszioza jest chorobą infekcyjną wywołaną przez pierwotniaki rodzaju Babezia, która charakteryzuje się gorączką i anemią hemolityczną, może przebiegać jako bezobjawowa infekcja, albo mieć piorunujący przebieg kończący się śmiercią.	pl	2018-03-27 13:51:00	2018-05-06 18:38:00	PolandTeam	y	2013-10-01 00:00:00	
7309	102055	8554	529	16907	Lipomatoza Rocha i Leriego jest rzadkim łagodnym autosomalnym dominującym zaburzeniem proliferacji tkanki tłuszczowej, charakteryzującym się obecnością wielu małych tłuszczaków o średnicy od 2 do 5 cm w środkowej trzeciej części ciała (tj. w obrębie przedramion, tułowia i ud), które są zazwyczaj bezbolesne i mogą być łatwo usunięte w znieczuleniu miejscowym, pod warunkiem, że nie są one zbyt liczne i zlewające. Nie było żadnych dalszych opisów w literaturze od 1984 roku.	pl	2018-03-27 14:03:00	2018-05-20 10:30:00	PolandTeam	y	2014-01-01 00:00:00	
7389	101522	8602	1461	16907	Serce typu criss-cross heart (CCH) to wada serca, w której napływy z dwóch komór krzyżują się z powodu skręcenia serca wokół jego osi długiej. Objawy kliniczne zależą od rodzaju wad towarzyszących, na przykład prostego lub skorygowanego przełożenia dużych naczyń i wad przegrody międzykomorowej. 	pl	2018-03-27 13:51:00	2018-05-20 11:20:00	PolandTeam	y	2014-01-01 00:00:00	
7409	101523	8609	764	16907	Ropne zapalenie mięśni (Pyomyositis, PM) jest rzadkim pierwotnym zakażeniem bakteryjnym mięśnia szkieletowego, powstałym zwykle w wyniku  krwiopochodnego rozprzestrzeniania lub w wyniku urazu <br>mięśnia.  Charakteryzuje się bólem  i tkliwością dotkniętego mięśnia oraz gorączką  i utworzeniem ropnia<br>	pl	2018-03-27 13:51:00	2018-05-06 19:36:00	PolandTeam	y	2015-09-01 00:00:00	
7449	101524	8614	838	16907	Zespół Susaca jest rzadką chorobą charakteryzującą się triadą objawów: dysfunkcją (encefalopatią) ośrodkowego układu nerwowego (oun), zamknięciem odgałęzień siatkówki i zmysłowo-nerwową utratą słuchu. Przypuszcza się, że w wyniku zaburzeń układu immunologicznego dochodzi do niedrożności małych naczyń w oun, siatkówce i uchu wewnętrznym.	pl	2018-03-27 13:51:00	2018-05-06 20:00:00	PolandTeam	y	2013-09-01 00:00:00	
7529	101528	8650	530	16907	Proteinoza lipidowa (LP) jest rzadką genodermatozą, charakteryzującą się klinicznie zmianami śluzówkowo-skórnymi, chrypką rozwijającą się we wczesnym dzieciństwie, a czasami powikłaniami neurologicznymi.	pl	2018-03-27 13:51:00	2018-05-13 19:16:00	PolandTeam	y	2014-10-01 00:00:00	
7589	101531	8682	728	16907	Nawracające zapalenie chrząstek (RP) jest rzadką, klinicznie niejednorodną wieloukładową chorobą zapalną, którą cechuje zapalenie chrząstki oraz struktur bogatych w proteoglikan, prowadzące do zniszczenia chrząstki w obrębie stawów, oczu i układu sercowo-naczyniowego.	pl	2018-03-27 13:51:00	2018-05-20 13:23:00	PolandTeam	y	2014-07-01 00:00:00	
7889	101539	8741	724	16907	Idiopatyczne ostre eozynofilowe zapalenie płuc (Idiopathic acute eosinophilic pneumonia – IAEP) to eozynofilowe zapalenie płuc o niezidentyfikowanej etiologii, które charakteryzuje się ostrą gorączkową niewydolnością oddechową związaną z rozlanymi naciekami widocznymi w obrazie radiologicznym oraz eozynofilią płucną, ale bez współistniejącej alergii lub infekcji.	pl	2018-03-27 13:51:00	2018-05-20 16:13:00	PolandTeam	y	2013-11-01 00:00:00	
7909	101540	8744	102	16907	Zanik wieloukładowy (MSA) to zaburzenie neurodegeneracyjne charakteryzujące się niewydolnością układu autonomicznego (sercowo-naczyniową i(lub) moczową), parkinsonizmem, zaburzeniami móżdżkowymi i objawami korowo-rdzeniowymi ze średnim czasem przeżycia wynoszącym 6-9 lat. 	pl	2018-03-27 13:51:00	2018-05-20 12:52:00	PolandTeam	y	2014-01-01 00:00:00	
8009	101545	8772	28378	16907	Tyrozynemia typu 2 to wrodzona wada metabolizmu tyrozyny charakteryzująca się hipertyrozynemią z objawami oczno-skórnymi oraz w niektórych przypadkach niepełnosprawnością intelektualną.	pl	2018-03-27 13:51:00	2018-05-13 20:19:00	PolandTeam	y	2010-11-01 00:00:00	
8109	101550	10313	33226	16907	Makroglobulinemia Waldenstroma (WM) to zaburzenie limfoproliferacyjne niedojrzałych komórek B charakteryzujące się gromadzeniem się monoklonalnych komórek w szpiku kostnym oraz obwodowej tkance limfatycznej, któremu towarzyszy produkcja osoczowego białka monoklonalnego immunoglobuliny M (IgM).	pl	2018-03-27 13:52:00	2018-05-20 16:01:00	PolandTeam	y	2016-03-01 00:00:00	
8489	101564	10463	40923	16907	Choroba Eales (ED) jest samoistną, zapalną chorobą naczyń żylnych siatkówki związaną z niedrożnością, która przebiega w 3 stadiach: zapalenie naczyń, niedrożność i neowaskularyzacja siatkówki, co prowadzi do nawracających krwawień do ciała szklistego i utraty wzroku.	pl	2018-03-27 13:52:00	2018-05-20 13:58:00	PolandTeam	y	2014-11-01 00:00:00	
8589	101568	10611	47612	16907	Zespół Felty’ego (ZF), znany również jako choroba “super reumatoidalna”, jest ciężką postacią reumatoidalnego zapalenia stawów, charakteryzuje się triadą RZS, splenomegalią i neutropenią, dającą w rezultacie skłonność do infekcji bakteryjnych. 	pl	2018-03-27 13:52:00	2018-05-06 19:27:00	PolandTeam	y	2013-09-01 00:00:00	
8629	101570	10639	49382	16907	Achromatopsja jest rzadką chorobą siatkówki uwarunkowaną autosomalnie recesywnie charakteryzującą się ślepotą barw, oczopląsem, wrażliwością na światło i ciężkim obniżeniem ostrości wzroku, powstałą w wyniku braku albo upośledzenie funkcji czopków.	pl	2018-03-27 13:52:00	2018-05-06 19:17:00	PolandTeam	y	2013-08-01 00:00:00	
8649	102071	10648	50809	16907	Osteoliza skokowo-rzepkowo-łódeczkowata jest niezwykle rzadką formą pierwotnej osteolizy, opisaną do tej pory u dwóch sióstr, cechującą się obustronną osteolizą kości skokowej, kości łódeczkowatej i rzepek (którym towarzyszy okołostawowy obrzęk i ból) oraz skrócenie czwartych kości śródręcza (brachydaktylia typu E; zob. to hasło), nie związane z chorobą nerek. Sugeruje się dziedziczenie autosomalne recesywne.<br>	pl	2018-03-27 14:03:00	2018-05-20 14:12:00	PolandTeam	y	2014-11-01 00:00:00	
9029	101577	10852	64748	16907	Zespół Dejerine’a i Sottasa to jednostka kliniczna stanowiąca ciężki fenotyp choroby Charcota, Mariego i Tootha (sprawdź ten termin) o początku w wieku niemowlęcym charakteryzująca się znacznym osłabieniem ruchowym, opóźnieniem rozwoju ruchowego, bardzo spowolnionym przewodnictwem nerwowym (<10-12 m/s), brakiem odruchów oraz zniekształceniem stóp. Wykazano mutacje genów PMP22 (17p12), MPZ (1q22), EGR2 (10q21.1) i PRX (19q13.2).	pl	2018-03-27 13:52:00	2018-05-20 15:57:00	PolandTeam	y	2016-03-01 00:00:00	
9069	101579	10878	65753	16907	Choroba Charcota, Mariego i Tootha typu 1 (CMT1) to grupa autosomalnie dominujących demielinizujących neuropatii obwodowych charakteryzująca się osłabieniem i atrofią mięśni dystalnych, utratą czucia, zniekształceniem stóp oraz spowolnieniem prędkości przewodnictwa nerwowego.	pl	2018-03-27 13:52:00	2018-05-20 15:53:00	PolandTeam	y	2016-03-01 00:00:00	
9189	102084	10935	69723	16907	Tyrozynemia typu 3 to wrodzona wada metabolizmu tyrozyny charakteryzująca się łagodną hipertyrozynemią oraz podwyższonym poziomem 4-hydroksyfenylopirogronianu, 4-hydroksyfenylomleczanu i 4-hydroksyfenylooctanu.	pl	2018-03-27 14:03:00	2018-05-13 20:27:00	PolandTeam	y	2010-11-01 00:00:00	
9229	101586	10965	70594	16907	Dystonia wrażliwa na lewodopę (DRD; sprawdź ten termin) spowodowana niedoborem reduktazy sepiapteryny (SRD) to bardzo rzadkie schorzenie neurometaboliczne charakteryzujące się dystonią z wahaniami dobowymi, hipotonią osiową, napadami przymusowego patrzenia z rotacją gałek ocznych (oculogyric crisis) oraz opóźnieniem rozwoju ruchowego i poznawczego.	pl	2018-03-27 13:52:00	2018-05-20 11:52:00	PolandTeam	y	2013-11-01 00:00:00	
9269	101588	11017	71517	16907	Dystonia-parkinsonizm o nagłym początku (RDP) to bardzo rzadkie zaburzenie ruchu charakteryzujące się nagłym pojawieniem się objawów dystonii i parkinsonizmu, często wywołanych stresem fizycznym lub psychicznym.	pl	2018-03-27 13:52:00	2018-05-20 11:33:00	PolandTeam	y	2013-11-01 00:00:00	
9969	101618	11340	79314	16907	L-2-acyduria hydroksyglutarowa jest postacią przede wszystkim neurologiczną acydurii 2-hydroksyglutarowej (zob. to hasło), charakteryzującą się opóźnieniem psychoruchowym, ataksją móżdżkową i zmienną makrocefalią lub padaczką	pl	2018-03-27 13:53:00	2018-05-13 18:21:00	PolandTeam	y	2012-05-01 00:00:00	
9989	101619	11341	79315	16907	D-2-acyduria hydroksyglutarowa (D-2-HGA) jest rzadką, klinicznie zmienną postacią acydurii 2-hydroksyglutarowej (zob. to hasło), charakteryzującą się pod względem biochemicznym podwyższonym poziomem kwasu D-2- hydroksyglutarowego (D-2-HG) w moczu, osoczu oraz płynie mózgowo-rdzeniowym.	pl	2018-03-27 13:53:00	2018-05-13 18:15:00	PolandTeam	y	2012-05-01 00:00:00	
10389	102091	11575	83463	16907	Mikrotia to wrodzona malformacja ucha zewnętrznego, obserwowana częściej u płci męskiej, która występuje sporadycznie lub ma charakter dziedziczny, charakteryzujący się obustronnym występowaniem (79-93% przypadków, z czego 60% dotyczy ucha prawego)  lub obecnością obustronnie małych i nieprawidłowo ukształtowanych małżowin, czemu często towarzyszy atrezja lub stenoza przewodu słuchowego, deficyty uwagi oraz opóźnienie rozwoju mowy. Wielkość małżowin jest zmienna od stopnia I, kiedy są one po prostu mniejsze od prawidłowych, do  stopnia IV, zwanego też anotią (zobacz ten termin), kiedy w ogóle nie ma struktur ucha zewnętrznego i przewodu słuchowego 	pl	2018-03-27 14:03:00	2018-05-20 11:06:00	PolandTeam	y	2013-05-01 00:00:00	
10809	101649	12002	90291	16907	Twardzina układowa jest uogólnioną chorobą małych tętnic, mikronaczyń i tkanki łącznej, charakteryzuje się zwłóknieniem i obliteracją naczyniową w skórze i narządach, szczególnie płuc, serca i układu pokarmowego. Wyróżnia się dwa główne podtypy twardziny układowej: rozsianą skórną i ograniczoną do skóry (zobacz te terminy). Obserwuje się również trzeci podtyp, nazywany ograniczoną twardziną układową albo układową twardziną bez sklerodermii 	pl	2018-03-27 13:54:00	2018-05-06 19:03:00	PolandTeam	y	2010-06-01 00:00:00	
10889	101653	12114	91137	16907	Glomerulopatia immunotaktoidalna lub włókienkowa to grupa bardzo rzadkich chorób kłębuszków nerkowych, do której należy glomerulopatia immunotaktoidalna (ITG) i nieamyloidowa glomerulopatia włókienkowa (nieamyloidowa FGP) , które charakteryzują się odkładaniem się w mezangium monoklonalnych depozytów mikrotubularnych lub poliklonalnych depozytów włókienkowych. W obydwu jednostkach występuje białkomocz pochodzenia nerkowego, krwiomocz i niedoczynność nerek w wielu przypadkach prowadząca do niewydolności. ITG jest najczęściej przejawem leżącej u jej podstaw choroby limfoproliferacyjnej, hipokomplementemii, dysproteinemii, gammopatii monoklonalnej lub utajonej krioglobulinemii. Nieamyloidowa FGP występuje 10 razy częściej niż ITG.	pl	2018-03-27 13:54:00	2018-05-20 14:50:00	PolandTeam	y	2015-03-01 00:00:00	
10969	102102	12141	91411	16907	Wrodzone opadanie powiek charakteryzuje się opadaniem górnej powieki od narodzin. 	pl	2018-03-27 14:03:00	2018-05-06 19:25:00	PolandTeam	y	2015-12-01 00:00:00	
11109	101659	12216	93274	16907	Dysplazja/karłowatość tanatoforyczna typu II jest formą dysplazji tanatoforycznej (zobacz ten termin), która charakteryzuje się skróceniem kończyn (mikromelia), prostymi kośćmi długimi, wielkogłowiem, brachydaktylią (skrócenie palców), skróconymi żebrami i czaszką o kształcie koniczyny trójlistnej (kleeblattschaedel).	pl	2018-03-27 13:54:00	2018-05-06 19:11:00	PolandTeam	y	2013-10-01 00:00:00	
11389	101669	12453	93622	16907	Choroba Denta typu 1 to postać choroby Denta (sprawdź ten termin) z dominującymi objawami nerkowymi.	pl	2018-03-27 13:54:00	2018-05-20 17:48:00	PolandTeam	y	2011-01-01 00:00:00	
11409	101670	12454	93623	16907	Choroba Denta typu 2 to postać choroby Denta, w której pacjenci mają objawy choroby Denta typu 1 z towarzyszącymi objawami pozanerkowymi.	pl	2018-03-27 13:54:00	2018-05-20 17:53:00	PolandTeam	y	2011-01-01 00:00:00	
11589	101678	12506	93946	16907	Zespół mózgowo-podniebienno-sercowy Hamela jest zespołem niepełnosprawności intelektualnej, sprzężonej z chromosomem X (XLMR; zob. to hasło), charakteryzującym się niepełnosprawnością intelektualną, mikrocefalią oraz niskim wzrostem. Należy do grupy zaburzeń, zwanych łącznie zespołem Renpenninga.	pl	2018-03-27 13:55:00	2018-05-13 19:06:00	PolandTeam	y	2012-06-01 00:00:00	
11609	101679	12507	93947	16907	Zespół Golabiego, Ito i Hall jest zespołem niepełnosprawności intelektualnej sprzężonej z chromosomem X (XLMR), charakteryzującym się niepełnosprawnością intelektualną, mikrocefalią oraz niskim wzrostem. Należy do grupy zaburzeń zwanych razem zespołem Renpenninga 	pl	2018-03-27 13:55:00	2018-05-13 18:59:00	PolandTeam	y	2011-06-01 00:00:00	
12049	101695	12931	97566	16907	Nieamyloidowa glomerulopatia włókienkowa (non-amyloid fibrillary glomerulopathy – non-amyloid FGP) to rzadka przyczyna kłębuszkowego zapalenia nerek (glomerulonephriris – GN) charakteryzująca się gromadzeniem się nieamyloidowych włókienek w mezangium i błonie podstawnej kłębuszków nerkowych (i rzadko w kanalikach), która głównie objawia się niewydolnością nerek, mikrohematurią i białkomoczem pochodzenia nerkowego.  Nieamyloidowa glomerulopatia włókienkowa i glomerulopatia immunotaktoidalna (ITG, sprawdź ten termin) są często zgrupowane razem ze względu na podobną patogenezę.	pl	2018-03-27 13:55:00	2018-05-20 14:34:00	PolandTeam	y	2016-03-01 00:00:00	
12069	101696	12932	97567	16907	Glomerulopatia immunotaktoidalna (Immunotactoid glomerulopathy – ITG)  to bardzo rzadka choroba charakteryzująca się gromadzeniem mikrotubul w mezangium i błonie podstawnej kłębuszków nerkowych, objawiająca się białkomoczem pochodzenia nerkowego, mikrohematurią, zespołem nefrotycznym, niewydolnością nerek i zaburzeniami hematologicznymi. ITG i nieamyloidowa glomerulopatia włókienkowa (nieamloidowa FGP) są często zgrupowane razem ze względu na podobną patogenezę.	pl	2018-03-27 13:55:00	2018-05-20 14:37:00	PolandTeam	y	2016-03-01 00:00:00	
12089	101697	12945	97685	16907	Zespół mikrodelecji 17q11 jest rzadką ciężką postacią nerwiakowłóknikowatości typu 1 (NF1; zob. to hasło), charakteryzującą się łagodną dysmorfią twarzy, opóźnionym rozwojem, niepełnosprawnością intelektualną, zwiększonym ryzykiem nowotworów oraz licznymi nerwiakowłókniakami.	pl	2018-03-27 13:55:00	2018-05-20 13:12:00	PolandTeam	y	2014-07-01 00:00:00	
12129	101699	13643	98626	16907	Dystrofie stromalne rogówki odnoszą się do grupy rzadkich, genetycznie określonych dystrofii rogówki (CD), charakteryzujących się uszkodzeniami stromy rogówki oraz różną ekspresją w zależności od rodzaju dystrofii.	pl	2018-03-27 13:55:00	2018-05-13 18:49:00	PolandTeam	y	2012-05-01 00:00:00	
12649	101724	13886	98869	16907	Wrodzona niedokrwistość dyserytropoetyczna typu I (CDA I) jest hematologiczną chorobą erytropoezy, która charakteryzuje się umiarkowaną do ciężkiej niedokrwistością makrocytarną, niekiedy współistniejącą z  wadami kończyn albo deformacją paznokci i skoliozą.	pl	2018-03-27 13:56:00	2018-05-06 18:04:00	PolandTeam	y	2013-09-01 00:00:00	
12669	101725	13887	98870	16907	Wrodzona niedokrwistość dyserytropoetyczna typu III (CDA III) jest rzadką formą CDA (zobacz ten termin) i charakteryzuje się zaburzeniem erytropoezy,  obecnością w szpiku kostnym olbrzymich wielojądrzastych erytroblastów i objawami lekkiej do umiarkowanej niedokrwistości.  	pl	2018-03-27 13:56:00	2018-05-06 18:00:00	PolandTeam	y	2013-09-01 00:00:00	
12689	101726	13890	98873	16907	Wrodzona niedokrwistość dyserytropoetyczna  typu II jest najczęstszą formą CDA (zobacz te terminy) i charakteryzuje się niedokrwistością, żółtaczką i splenomegalią, często prowadzi do gromadzenia się żelaza w wątrobie i kamieni żółciowych.	pl	2018-03-27 13:56:00	2018-05-06 17:48:00	PolandTeam	y	2013-09-01 00:00:00	
12749	101727	13950	98933	16907	Zanik wieloukładowy typu parkinsonowskiego (MSA-p) to postać zaniku wieloukładowego (MSA; sprawdź ten termin) z dominującymi objawami parkinsonowskimi (bradykinezja, sztywność, nieregularne drżenie pozycyjne i niestabilność postawy ciała).	pl	2018-03-27 13:56:00	2018-05-20 11:47:00	PolandTeam	y	2014-01-01 00:00:00	
12829	101729	13974	98957	16907	Dystrofia rogówki przypominająca kroplę żelatyny (GDCD) jest postacią dystrofii rogówki powierzchownej, charakteryzującą się wieloma wyraźnymi, mlecznobiałymi galerowatymi bąbelkami pod nabłonkiem rogówki oraz wyraźnym zaburzeniem wzroku.	pl	2018-03-27 13:56:00	2018-05-13 18:46:00	PolandTeam	y	2018-05-01 00:00:00	
12869	101731	13977	98960	16907	Dystrofia rogówki Thiela i Behnkego (TBCD) jest rzadką postacią dystrofii powierzchownej rogówki, charakteryzującą się podnabłonkowymi zmętnieniami rogówki w kształcie plastra miodu w powierzchownej części rogówki oraz postępującą wadą wzroku.	pl	2018-03-27 13:56:00	2018-05-13 18:43:00	PolandTeam	y	2012-05-01 00:00:00	
12889	101732	13978	98961	16907	Dystrofia rogówki Reisa i Bücklersa (RBCD), znana również jako ziarnista dystrofia rogówki typu III, jest rzadką postacią dystrofii powierzchownej rogówki, charakteryzującą się obustronnymi symetrycznymi siatkowatymi zmętnieniami w powierzchownej centralnej części rogówki, z postępującym upośledzeniem wzroku.	pl	2018-03-27 13:56:00	2018-05-13 18:51:00	PolandTeam	y	2012-05-01 00:00:00	
12909	101733	13990	98973	16907	Polimorficzna tylna dystrofia rogówki (PPCD) jest rzadkim łagodnym podtypem tylnej dystrofii rogówki, charakteryzującej się obecnością drobnych pozornych pęcherzyków, otoczonych szarym zamgleniem na poziomie błony Descemeta, generalnie bez wpływu na jakość widzenia.	pl	2018-03-27 13:56:00	2018-05-13 18:33:00	PolandTeam	y	2012-05-01 00:00:00	
12929	101734	13991	98974	16907	Dystrofia śródbłonka rogówki Fuchsa (FECD) jest najczęstszą postacią dystrofii tylnej rogówki (zob. to hasło) i cechuje się zmianami typu „corneal guttae” (rogówka nakrapiana) na pogrubionej błonie Descemeta, uogólnionym obrzękiem rogówki, ze stopniowo zmniejszającą się ostrością wzroku.	pl	2018-03-27 13:56:00	2018-05-13 18:28:00	PolandTeam	y	2012-05-01 00:00:00	
12949	101735	13992	98975	16907	Wrodzona dziedziczna dystrofia śródbłonka typu I (CHED I) jest rzadkim podtypem dystrofii tylnej rogówki (zob. to hasło), charakteryzującym się rozmytym wyglądem szklistej rogówki  oraz znacznym zgrubieniem rogówki od urodzenia lub niemowlęctwa bez oczopląsu, z niewyraźnym widzeniem.	pl	2018-03-27 13:56:00	2018-05-13 18:12:00	PolandTeam	y	2012-05-01 00:00:00	
12969	101736	14017	99000	16907	Dystrofia żółtkowata dołkowo-plamkowa dorosłych (Adult-onset foveomacular vitelliform dystrophy -AOFVD) to genetyczna dystrofia plamki charakteryzująca się niewyraźnym widzeniem, metamorfopsją i łagodnym upośledzeniem wzroku, wtórnym do ubytku podobnego do żółtka jaja kurzego o lokalizacji dołkowej lub pozadołkowej. 	pl	2018-03-27 13:56:00	2018-05-20 11:15:00	PolandTeam	y	2013-12-01 00:00:00	
13209	101739	14371	99798	16907	Oligodoncja jest rzadką wadą rozwojową uzębienia u człowieka i charakteryzuje się brakiem sześciu lub więcej zębów.	pl	2018-03-27 13:56:00	2018-05-20 14:17:00	PolandTeam	y	2013-01-01 00:00:00	
13969	101764	14657	100085	16907	Pierwotny rak neuroendokrynowy wątroby (PHNEC) jest rzadkim nowotworem wątroby, który może objawiać się bólem brzucha lub poczuciem sytości, a także biegunką czy utratą masy ciała. Ponad 10% przypadków przebiega bezobjawowo a w rzadkich przypadkach można zaobserwować zespół rakowiaka.	pl	2018-03-27 13:57:00	2018-05-13 19:27:00	PolandTeam	y	2014-10-01 00:00:00	
14209	101766	14793	101082	16907	Choroba Charcota, Mariego i Tootha typu 1B (CMT1B) to postać CMT1 (sprawdź ten termin) spowodowana mutacjami genu MPZ (1q22), która objawia się neuropatią obwodową (osłabienie i atrofia mięśni dystalnych, zniekształcenie stóp oraz utrata czucia). Fenotyp jest zmienny i zależy od konkretnej mutacji. Opisano dwa różne obrazy kliniczne: (1) początek choroby we wczesnym niemowlęctwie z ciężkim fenotypem z opóźnieniem nauki chodzenia i prędkością przewodzenia nerwów ruchowych (motor nerve conduction velocities - MNCV) <10 m/s, często uznawany za zespół Dejerine’a i Sottasa (sprawdź ten termin) lub (2)  o dużo późniejszym wieku zachorowania (>40 lat), z prawidłowym lub łagodnie spowolnionym MNCV oraz często występującą utratą słuchu i nieprawidłowościami źrenic. W 15% przypadków CMT1B występuje klasyczny fenotyp CMT. 	pl	2018-03-27 13:57:00	2018-05-20 15:59:00	PolandTeam	y	2016-03-01 00:00:00	
14229	101767	14795	101084	16907	Choroba Charcota, Mariego i Tootha typu 1D (CMT1D) to postać CMT1 (sprawdź ten termin) spowodowana mutacjami genu EGR2 (10q21.1) ze zmiennym nasileniem objawów i wiekiem zachorowania (od wieku niemowlęcego po dorosłość), która najczęściej objawia się nieprawidłowościami chodu, postępującym zmęczeniem i osłabieniem dystalnych mięśni kończyn, z możliwym późniejszym udziałem mięśni proksymalnych, zniekształceniem stóp i znacznym zwolnieniem prędkości przewodzenia nerwowego. Do objawów dodatkowych może należeć skolioza, zaburzenia nerwów czaszkowych, takie jak podwójne widzenie oraz obustronne porażenie strun głosowych.	pl	2018-03-27 13:57:00	2018-05-20 16:00:00	PolandTeam	y	2016-03-01 00:00:00	
14249	101768	14796	101085	16907	Choroba Charcota, Mariego i Tootha typu 1F (CMT1F) to postać CMT1 (sprawdź ten termin) ze zmiennym obrazem klinicznym - od znacznej niepełnosprawności z początkiem choroby w dzieciństwie do łagodnej niepełnosprawności pojawiającej się w wieku dorosłym. CMT1F charakteryzuje się postępującą, obwodową neuropatią czuciową i ruchową z dystalnym porażeniem w kończynach dolnych, który może przybrać formę od łagodnego osłabienia do całkowitego paraliżu dystalnych mięśni kończyn, brakiem odruchów ścięgnistych i obniżonym przewodnictwem mięśniowym. CMT1F stanowi „demielinizującą” postać CMT2E (sprawdź ten termin) i jest spowodowana mutacjami genu NEFL (8p21.2).	pl	2018-03-27 13:57:00	2018-05-20 15:56:00	PolandTeam	y	2016-03-01 00:00:00	
14349	101773	14826	101150	16907	Autosomalna recesywna dystonia wrażliwa na lewodopę (DYT5b) to bardzo rzadka choroba neurometaboliczna charakteryzująca się spektrum objawów od tych właściwych dla dystonii wrażliwej na lewodopę (DRD; sprawdź ten termin), do postępującej encefalopatii dziecięcej.	pl	2018-03-27 13:57:00	2018-05-20 11:29:00	PolandTeam	y	2013-11-01 00:00:00	
14429	102156	15006	104076	16907	Mięsak gładkokomórkowy jelita cienkiego jest rzadkim typem nowotworu złośliwego jelita cienkiego, pochodzącym z komórek mięśni gładkich w obrębie mięśniówki właściwej lub błony śluzowej mięśniowej, najczęściej zlokalizowanym w jelicie czczym i objawiającym się krwawieniem z przewodu pokarmowego i anemią, a czasami innymi niespecyficznymi objawy, takimi jak wymioty, nudności, ból brzucha czy osłabienie i rozprzestrzeniającym się w 14% przypadków do regionalnych węzłów chłonnych.	pl	2018-03-27 14:04:00	2018-05-20 10:54:00	PolandTeam	y	2013-05-01 00:00:00	
14469	101776	16684	137605	16907	Zespół Legiusa, znany również jako zespół podobny do NF1, jest rzadkim genetycznym zaburzeniem pigmentacji skóry, charakteryzującym się wieloma plamkami o barwie café-au-lait, z piegami lub bez pod pachami lub w pachwinie.	pl	2018-03-27 13:57:00	2018-05-13 19:30:00	PolandTeam	y	2014-07-01 00:00:00	
